total_area_sqft,property_type,sector,plot_area_missing,bathrooms,society,area_per_bedroom,servant_room,bedrooms,furnishing_type,balcony,facing,luxury_category,age_possession,pooja_room,price_in_cr
2300.0,Flat,sector 82,1,5,mapsko royale ville,766.6666666666666,1,3,Unfurnished,3+,east,Budget,Relatively New,0,2.45
2700.0,Independent Builder Floor,sector 67,1,4,Ansal API Versalia,675.0,0,4,Semi-Furnished,2,east,Luxury,New Property,1,2.8
1935.0,Independent House,sector 43,0,4,"C block Sector 43, Gurgaon",483.75,0,4,Unfurnished,3+,east,Semi-Luxury,Old Property,0,6.4
2425.0,Flat,sector 82,1,4,vatika the seven lamps,606.25,1,4,Unfurnished,3,north,Semi-Luxury,Relatively New,1,2.71
1708.0,Independent House,sector 95,0,3,Landmark Avana,569.3333333333334,0,3,Unfurnished,2,not available,Budget,Relatively New,0,1.35
2250.0,Independent House,sector 14,0,7,Sector 14 RWA,321.42857142857144,0,7,Unfurnished,3+,east,Semi-Luxury,Old Property,0,6.45
1099.0,Flat,sector 104,1,2,hero homes,549.5,0,2,Unfurnished,2,west,Semi-Luxury,Relatively New,0,1.62
3300.0,Independent Builder Floor,sector 26,1,5,DLF Phase -1,825.0,1,4,Semi-Furnished,3,south-east,Semi-Luxury,Relatively New,0,8.9
4680.0,Independent House,sector 1,0,8,Ansals Palam Vihar,585.0,1,8,Semi-Furnished,3+,west,Semi-Luxury,Moderately Old,1,10.5
2142.0,Independent House,sector 57,0,6,"Sector 57, Gurgaon",357.0,0,6,Unfurnished,3+,south-west,Luxury,Old Property,0,6.3
4500.0,Independent House,sector 43,0,6,"Sushant Lok, Gurgaon",750.0,1,6,Unfurnished,3+,north-east,Semi-Luxury,Relatively New,1,17.5
2070.0,Independent House,sector 5,0,2,"Part 3 Sector 5, Gurgaon",1035.0,0,2,Unfurnished,2,not available,Budget,Moderately Old,0,5.1
855.0,Independent House,sector 3,0,3,"Laxman Vihar Phase 2, Gurgaon",213.75,0,4,Unfurnished,2,east,Semi-Luxury,Old Property,1,0.95
1812.0,Flat,sector 69,1,3,tulip leaf,604.0,0,3,Unfurnished,3,north-west,Luxury,New Property,0,3.05
1711.0,Flat,sector 108,1,3,sobha city,570.3333333333334,0,3,Unfurnished,2,east,Semi-Luxury,New Property,0,3.45
1857.0,Flat,sector 108,1,3,raheja vedaanta,619.0,0,3,Unfurnished,3,north-east,Semi-Luxury,Moderately Old,0,1.75
3600.0,Independent House,sector 109,0,4,Sobha International City Phase 3,900.0,1,4,Unfurnished,3+,not available,Semi-Luxury,New Property,1,14.5
5500.0,Independent Builder Floor,sector 26,1,6,DLF Phase 1 Ultra Luxury Builder Floors,1100.0,1,5,Semi-Furnished,2,north,Semi-Luxury,Relatively New,1,8.75
1999.0,Flat,sector 68,1,4,pareena mi casa,666.3333333333334,1,3,Unfurnished,3+,north,Semi-Luxury,Relatively New,0,2.3
4500.0,Independent House,sector 24,0,6,"DLF Phase 3, Gurgaon",900.0,1,5,Semi-Furnished,3+,north-east,Luxury,Moderately Old,1,17.0
2364.0,Flat,sector 86,1,4,dlf new town heights 2,591.0,1,4,Unfurnished,3+,west,Semi-Luxury,Moderately Old,0,2.58
1950.0,Flat,sector 70,1,5,shree vardhman victoria,650.0,1,3,Unfurnished,3,north-east,Semi-Luxury,Relatively New,1,2.35
1692.0,Flat,sector 102,1,3,shapoorji pallonji joyville gurugram,564.0,0,3,Unfurnished,2,not available,Budget,New Property,0,2.45
2844.0,Independent House,sector 25,0,6,"DLF Phase 2, Gurgaon",568.8,1,5,Semi-Furnished,3+,north-west,Luxury,Moderately Old,1,11.25
1099.0,Flat,sector 104,1,2,hero homes,549.5,0,2,Unfurnished,2,east,Semi-Luxury,New Property,0,1.55
1359.0,Flat,sector 104,1,2,hero homes,453.0,0,3,Unfurnished,2,north,Semi-Luxury,Relatively New,0,1.95
822.0,Flat,sector 33,1,2,signature global park,411.0,1,2,Unfurnished,1,east,Budget,Relatively New,1,0.82
4500.0,Independent House,sector 1,0,7,MGF The Vilas,750.0,1,6,Semi-Furnished,3+,north-east,Semi-Luxury,Relatively New,0,12.0
1470.0,Independent House,sector 47,0,4,Huda Sector 47,367.5,0,4,Semi-Furnished,3+,west,Luxury,Moderately Old,1,5.15
765.0,Independent House,sector 28,0,1,Plot,382.5,0,2,Unfurnished,1,north-west,Semi-Luxury,New Property,0,0.6
1359.0,Flat,sector 104,1,2,hero homes,453.0,0,3,Unfurnished,2,east,Semi-Luxury,New Property,0,1.9
1270.0,Flat,sector 84,1,2,alpha corp gurgaonone 84,635.0,0,2,Unfurnished,2,north-east,Budget,Relatively New,0,1.4
1200.0,Flat,sector 68,1,2,m3m natura,600.0,0,2,Unfurnished,3,north-east,Semi-Luxury,Relatively New,0,1.45
1320.0,Flat,sector 67,1,2,ireo the corridors,660.0,0,2,Unfurnished,2,east,Semi-Luxury,Moderately Old,0,2.05
1810.0,Flat,sector 81,1,3,bestech park view ananda,603.3333333333334,0,3,Unfurnished,3+,north-west,Semi-Luxury,Moderately Old,0,2.16
1883.0,Flat,sector 92,1,3,sare crescent parc,470.75,0,4,Unfurnished,2,north,Budget,Relatively New,0,1.63
1114.0,Independent House,sector 110,0,4,"Sai Kunj Block C, Gurgaon",278.5,0,4,Unfurnished,1,not available,Budget,Moderately Old,0,1.3
5500.0,Independent House,sector 49,0,5,Independent Villa,1100.0,1,5,Semi-Furnished,3+,north-east,Luxury,Moderately Old,1,10.5
1789.0,Flat,sector 33,1,3,central park flower valley,596.3333333333334,0,3,Semi-Furnished,3+,north-east,Budget,Relatively New,0,2.65
1385.0,Flat,sector 106,1,2,paras dews,692.5,0,2,Unfurnished,3+,south-east,Semi-Luxury,Relatively New,0,1.51
2802.0,Flat,sector 112,1,3,experion windchants,934.0,1,3,Unfurnished,3,north,Luxury,Relatively New,0,4.8
3078.0,Independent House,sector 57,0,12,"Block B Sushant Lok 3, Gurgaon",256.5,0,12,Unfurnished,2,north,Semi-Luxury,Old Property,1,7.5
2430.0,Independent House,sector 4,0,3,"Sector 4, Gurgaon",810.0,0,3,Unfurnished,2,south-east,Budget,Old Property,1,5.0
1911.0,Flat,sector 81,1,3,dlf the ultima,637.0,0,3,Unfurnished,3,north,Semi-Luxury,Moderately Old,0,3.6
1580.0,Flat,sector 112,1,2,tata gurgaon gateway,790.0,0,2,Unfurnished,2,west,Semi-Luxury,Relatively New,0,2.5
8120.0,Independent House,sector 66,0,5,Emaar MGF Marbella,1624.0,1,5,Unfurnished,3,east,Luxury,Relatively New,1,22.0
2700.0,Independent Builder Floor,sector 67,1,4,Ansal API Esencia,675.0,1,4,Unfurnished,3,north-east,Semi-Luxury,Relatively New,1,2.95
1704.0,Flat,sector 69,1,3,tulip yellow,568.0,0,3,Unfurnished,3+,east,Budget,New Property,0,2.45
2675.0,Flat,sector 79,1,5,bestech altura,668.75,1,4,Semi-Furnished,3+,north,Luxury,New Property,0,3.7
2066.0,Flat,sector 50,1,4,unitech escape,688.6666666666666,1,3,Semi-Furnished,2,north-east,Semi-Luxury,Relatively New,0,3.15
2800.0,Independent Builder Floor,sector 49,1,4,"Block S Uppals Southend, Gurgaon",700.0,1,4,Semi-Furnished,2,east,Luxury,New Property,0,3.8
5784.0,Flat,sector 53,1,5,tulip monsella,1446.0,1,4,Unfurnished,2,north-east,Budget,New Property,1,23.02
1800.0,Independent Builder Floor,sector 65,1,3,Emaar Emerald Hills,450.0,0,4,Unfurnished,3,not available,Semi-Luxury,Moderately Old,0,3.5
1800.0,Independent Builder Floor,sector 55,1,3,"Sushant Lok 2,Sector 55, Gurgaon",600.0,0,3,Unfurnished,2,not available,Budget,New Property,0,3.0
1852.0,Flat,sector 67,1,4,ireo the corridors,617.3333333333334,1,3,Unfurnished,2,not available,Budget,Relatively New,0,3.16
3762.0,Independent Builder Floor,sector 43,1,4,"Block C, Sushant Lok Phase 1, Gurgaon",940.5,0,4,Semi-Furnished,2,west,Budget,New Property,1,6.25
2160.0,Independent Builder Floor,sector 49,1,4,Luxury Builder floor In South City 2,540.0,1,4,Semi-Furnished,2,west,Budget,New Property,1,3.3
1349.0,Flat,sector 102,1,2,shapoorji pallonji joyville gurugram,674.5,0,2,Unfurnished,3,north-east,Budget,Relatively New,0,2.03
1975.0,Flat,sector 65,1,4,emaar mgf emerald floors premier,493.75,1,4,Furnished,3+,west,Luxury,Relatively New,0,3.68
2450.0,Flat,sector 104,1,4,puri emerald bay,816.6666666666666,1,3,Semi-Furnished,3+,east,Semi-Luxury,Relatively New,0,3.45
1933.0,Flat,sector 67,1,3,ireo the corridors,644.3333333333334,1,3,Unfurnished,3,north,Semi-Luxury,Relatively New,0,2.85
927.0,Independent House,sector 46,1,3,"Sector 46, Gurgaon",309.0,0,3,Unfurnished,2,not available,Budget,Old Property,0,3.7
1557.0,Independent House,sector 1,0,6,"Palam Vihar, Gurgaon",259.5,1,6,Unfurnished,3+,east,Semi-Luxury,Old Property,1,5.1
1620.0,Flat,sector 79,1,3,mapsko mount ville,540.0,0,3,Furnished,2,east,Budget,Relatively New,0,2.1
3240.0,Independent House,sector 1,0,4,Ansals Palam Vihar,810.0,0,4,Unfurnished,2,not available,Luxury,Relatively New,0,7.5
1800.0,Independent Builder Floor,sector 49,1,3,Luxury Builder floor In South City 2,600.0,1,3,Semi-Furnished,2,east,Luxury,New Property,1,2.6
2105.0,Flat,sector 93,1,3,spaze privvy the address,701.6666666666666,1,3,Unfurnished,2,east,Budget,New Property,0,1.87
2250.0,Independent Builder Floor,sector 7,1,3,"Sector 7, Gurgaon",750.0,0,3,Unfurnished,2,north-west,Semi-Luxury,Relatively New,0,2.2
2700.0,Independent Builder Floor,sector 25,1,5,"DLF Phase 2, Gurgaon",675.0,1,4,Semi-Furnished,2,east,Semi-Luxury,New Property,1,3.98
4010.0,Flat,sector 65,1,3,m3m golfestate,1336.6666666666667,1,3,Furnished,2,north,Luxury,Relatively New,1,10.25
2160.0,Independent House,sector 50,0,4,"C Block Mayfield Garden, Gurgaon",540.0,1,4,Furnished,3+,north-east,Luxury,Moderately Old,1,6.7
1395.0,Flat,sector 70,1,3,sector 70,465.0,0,3,Semi-Furnished,2,north-east,Budget,New Property,0,1.8
2660.0,Flat,sector 81,1,4,bestech park view grand spa,886.6666666666666,1,3,Unfurnished,3+,east,Semi-Luxury,Relatively New,0,3.48
1381.0,Flat,sector 108,1,2,sobha city,690.5,0,2,Unfurnished,2,north-west,Budget,New Property,0,2.63
900.0,Independent House,sector 104,0,2,"Surat Nagar Phase 1, Gurgaon",450.0,0,2,Unfurnished,1,east,Luxury,New Property,1,0.8
2900.0,Flat,sector 65,1,3,m3m golfestate,966.6666666666666,1,3,Semi-Furnished,3,north-east,Budget,Moderately Old,0,7.25
1000.0,Independent Builder Floor,sector 33,1,2,Signature Global Park,500.0,0,2,Unfurnished,3,north-east,Semi-Luxury,Relatively New,0,0.75
2610.0,Independent House,sector 38,0,4,"Sector 38, Gurgaon",652.5,1,4,Furnished,2,east,Semi-Luxury,New Property,1,11.5
4500.0,Independent House,sector 33,0,6,Unitech Uniworld Resorts,900.0,1,5,Semi-Furnished,3+,west,Luxury,Moderately Old,1,12.49
4500.0,Independent House,sector 26,0,5,"Block-A, DLF City Phase 1, Gurgaon",900.0,1,5,Semi-Furnished,3+,north,Luxury,New Property,1,35.0
1494.0,Flat,sector 89,1,3,m3m soulitude,498.0,0,3,Unfurnished,2,south-west,Luxury,Relatively New,0,1.66
1450.0,Independent Builder Floor,sector 63,1,2,Anant Raj Estates,483.3333333333333,1,3,Semi-Furnished,2,east,Semi-Luxury,New Property,1,2.35
2441.0,Flat,sector 112,1,2,experion windchants,1220.5,1,2,Semi-Furnished,2,north,Semi-Luxury,New Property,0,3.8
1423.0,Flat,sector 89,1,3,m3m soulitude,474.3333333333333,0,3,Unfurnished,2,north,Luxury,New Property,1,1.57
2367.0,Independent House,sector 39,0,10,"Sector 39, Gurgaon",236.7,0,10,Unfurnished,2,south-east,Semi-Luxury,Old Property,1,7.0
2880.0,Independent House,sector 14,0,3,sector 14 old dlf colony,960.0,0,3,Unfurnished,3,north-east,Budget,Old Property,1,8.5
5800.0,Flat,gwal pahari,1,6,krrish provence estate,1450.0,1,4,Unfurnished,3+,south,Semi-Luxury,Relatively New,1,6.5
3250.0,Independent Builder Floor,sector 72,1,4,Tata Primanti,812.5,1,4,Semi-Furnished,3+,north-east,Luxury,Moderately Old,1,6.4
2040.0,Flat,sector 92,1,3,sare homes,510.0,0,4,Unfurnished,3,north-east,Budget,New Property,0,1.8
1815.0,Flat,sector 50,1,3,unitech fresco,605.0,1,3,Semi-Furnished,3+,north-east,Semi-Luxury,Relatively New,0,2.7
8000.0,Independent House,sector 25,0,8,Emaar MGF The Vilas,1333.3333333333333,1,6,Semi-Furnished,3+,west,Luxury,Moderately Old,1,22.0
3880.0,Flat,sector 110,1,5,indiabulls enigma,776.0,1,5,Unfurnished,3,east,Luxury,Relatively New,1,6.15
1366.0,Flat,sector 106,1,2,godrej meridien,683.0,0,2,Unfurnished,3+,east,Budget,New Property,1,2.22
1449.0,Independent House,sector 7,0,2,"Sector 7, Gurgaon",483.0,0,3,Unfurnished,2,north-east,Budget,Moderately Old,0,3.1
2300.0,Independent Builder Floor,sector 60,1,4,Ireo City Plots,575.0,0,4,Semi-Furnished,3,east,Budget,New Property,1,3.85
2430.0,Independent House,sector 4,0,6,"Sector 4, Gurgaon",405.0,0,6,Unfurnished,2,south-east,Luxury,Old Property,0,4.8
2589.0,Flat,sector 62,1,5,emaar digihomes,863.0,1,3,Semi-Furnished,3,east,Semi-Luxury,Relatively New,0,6.25
4500.0,Independent House,sector 45,0,7,"Greenwood City, Gurgaon",750.0,1,6,Semi-Furnished,3+,north-west,Luxury,Moderately Old,1,17.0
1457.0,Flat,sector 33,1,2,eldeco accolade,728.5,1,2,Unfurnished,1,east,Budget,Relatively New,1,1.42
1640.0,Flat,sector 85,1,3,ss the leaf,820.0,0,2,Unfurnished,3,north-east,Semi-Luxury,Relatively New,0,1.85
1689.0,Flat,sector 104,1,2,hero homes,563.0,0,3,Unfurnished,2,north-east,Luxury,New Property,1,2.3
2700.0,Independent Builder Floor,sector 25,1,5,"DLF Phase 2, Gurgaon",675.0,1,4,Semi-Furnished,3,east,Budget,Relatively New,1,5.25
3150.0,Independent Builder Floor,sector 57,1,4,"Sector 57, Gurgaon",787.5,1,4,Semi-Furnished,2,south-east,Semi-Luxury,New Property,1,3.4
3600.0,Independent House,sector 109,1,8,International City by Sobha Phase 1,600.0,1,6,Semi-Furnished,3+,north-west,Luxury,Relatively New,1,14.5
2250.0,Independent House,sector 4,0,1,"Sector 4, Gurgaon",2250.0,0,1,Unfurnished,2,west,Budget,Old Property,0,4.25
2700.0,Independent Builder Floor,sector 25,1,4,DLF Luxury Builder Floors,675.0,1,4,Semi-Furnished,2,north,Luxury,New Property,1,4.25
1890.0,Flat,sector 84,1,3,ss the coralwood,630.0,0,3,Unfurnished,3+,east,Luxury,Relatively New,0,1.87
3420.0,Independent House,sector 70,0,8,Tulip Ivory,570.0,1,6,Unfurnished,3+,north,Luxury,Moderately Old,1,11.5
4200.0,Flat,sector 81,1,6,bestech park view grand spa,1050.0,1,4,Semi-Furnished,3+,north-east,Semi-Luxury,Relatively New,0,5.3
1450.0,Flat,sector 65,1,2,m3m heights,725.0,0,2,Unfurnished,3,north-east,Luxury,New Property,0,2.75
1710.0,Independent House,sector 49,0,4,"Rosewood City, Gurgaon",427.5,1,4,Unfurnished,3,not available,Semi-Luxury,Old Property,0,6.5
2003.0,Flat,sector 106,1,3,godrej meridien,667.6666666666666,1,3,Unfurnished,3+,north-east,Luxury,Relatively New,0,3.2
925.0,Independent Builder Floor,sector 82,1,2,Vatika Independent Floors,462.5,0,2,Unfurnished,2,south,Semi-Luxury,Relatively New,0,1.1
2802.0,Flat,sector 112,1,3,experion windchants,934.0,1,3,Unfurnished,3,north,Budget,Relatively New,0,4.92
1975.0,Flat,sector 65,1,4,emaar mgf emerald floors premier,493.75,1,4,Semi-Furnished,3,east,Luxury,Relatively New,0,3.75
2010.0,Flat,sector 67,1,3,bestech park view spa next,670.0,1,3,Semi-Furnished,3+,north-west,Luxury,Moderately Old,0,3.21
2250.0,Independent House,sector 14,0,4,"Sector 14, Gurgaon",321.42857142857144,0,7,Furnished,2,north-east,Budget,Moderately Old,0,6.85
4500.0,Independent House,sector 109,0,4,International City by Sobha Phase 1,900.0,1,5,Unfurnished,2,east,Semi-Luxury,Relatively New,0,18.5
3470.0,Flat,sector 81,1,6,bestech park view grand spa,867.5,1,4,Semi-Furnished,3+,north-east,Semi-Luxury,Relatively New,0,4.45
3240.0,Independent Builder Floor,sector 28,1,4,Ultra-Luxury Floors,810.0,1,4,Semi-Furnished,2,north-east,Luxury,Relatively New,1,5.5
1548.0,Independent House,sector 57,0,3,Sushant Lok 2 Ext G Block,387.0,0,4,Unfurnished,2,north-east,Budget,Old Property,0,4.65
2660.0,Flat,sector 81,1,3,bestech park view grand spa,886.6666666666666,1,3,Unfurnished,3,north-east,Semi-Luxury,Relatively New,0,3.45
4200.0,Flat,sector 81,1,6,bestech park view grand spa,1050.0,1,4,Semi-Furnished,3+,north-east,Luxury,Relatively New,0,5.16
1625.0,Flat,sector 106,1,3,godrej meridien,541.6666666666666,0,3,Unfurnished,3,north,Semi-Luxury,Relatively New,0,2.6
1440.0,Independent House,sector 4,0,3,"Sector 4, Gurgaon",480.0,0,3,Unfurnished,2,east,Budget,Old Property,1,3.35
1796.0,Flat,sector 50,1,2,unitech harmony,898.0,0,2,Unfurnished,2,north-east,Semi-Luxury,Relatively New,0,2.55
2095.0,Flat,sector 59,1,3,conscient elevate,698.3333333333334,1,3,Unfurnished,2,east,Luxury,New Property,0,4.9
3000.0,Independent Builder Floor,sector 25,1,5,VASTU COMPLAINT,750.0,1,4,Semi-Furnished,2,east,Budget,New Property,1,4.35
594.0,Independent House,sector 1,0,2,Ansals Palam Vihar,297.0,0,2,Unfurnished,2,west,Semi-Luxury,Old Property,0,1.55
1250.0,Independent Builder Floor,sector 63,1,3,Anant Raj Estates,416.6666666666667,0,3,Semi-Furnished,2,east,Semi-Luxury,New Property,1,2.35
2120.0,Flat,sector 92,1,4,bestech park view sanskruti,706.6666666666666,1,3,Unfurnished,2,north,Budget,Relatively New,0,2.4
2403.0,Independent House,sector 57,0,3,"Sushant Lok 3 Extension, Gurgaon",801.0,0,3,Unfurnished,3,north-east,Budget,Relatively New,0,3.25
1800.0,Independent Builder Floor,sector 33,1,3,Central Park Flower Valley,600.0,0,3,Unfurnished,2,north,Semi-Luxury,New Property,0,2.5
1720.0,Flat,sector 83,1,2,emaar palm gardens,573.3333333333334,0,3,Unfurnished,3,north-east,Semi-Luxury,Relatively New,0,2.3
3600.0,Independent Builder Floor,sector 25,1,5,"DLF Phase 2, Gurgaon",900.0,1,4,Semi-Furnished,3,west,Luxury,New Property,0,6.19
1449.0,Independent House,sector 31,0,6,"Sector 31, Gurgaon",241.5,0,6,Unfurnished,2,south-east,Semi-Luxury,Old Property,1,4.25
1210.0,Independent Builder Floor,sector 33,1,2,Signature Global Park,403.3333333333333,0,3,Unfurnished,3,north-east,Semi-Luxury,New Property,0,1.18
2808.0,Independent House,sector 1,0,3,"Palam Vihar, Gurgaon",936.0,0,3,Unfurnished,2,east,Budget,Old Property,0,7.25
900.0,Independent House,sector 105,0,3,"Vishnu Garden, Gurgaon",300.0,0,3,Unfurnished,2,west,Budget,Relatively New,0,1.2
2430.0,Independent Builder Floor,sector 57,1,4,Sector 57,607.5,1,4,Semi-Furnished,2,east,Budget,Relatively New,1,2.99
1836.0,Independent Builder Floor,sector 51,1,3,"Sector 51, Gurgaon",612.0,0,3,Unfurnished,2,north-west,Semi-Luxury,New Property,1,3.15
2083.0,Flat,sector 49,1,4,vatika city,694.3333333333334,0,3,Furnished,3,south-east,Luxury,Relatively New,1,3.45
1855.0,Flat,sector 106,1,3,godrej meridien,618.3333333333334,0,3,Unfurnished,3,north,Semi-Luxury,New Property,0,2.85
2367.0,Independent House,sector 9,0,3,"Sector 9, Gurgaon",473.4,1,5,Furnished,2,north-east,Luxury,Moderately Old,1,6.2
1587.0,Flat,sector 85,1,3,orris aster court,529.0,0,3,Unfurnished,3,north,Budget,Relatively New,0,1.42
4500.0,Independent House,sector 66,0,5,Emaar MGF Marbella,900.0,1,5,Unfurnished,2,west,Semi-Luxury,Moderately Old,1,25.0
2750.0,Flat,sector 99,1,3,vatika sovereign park,916.6666666666666,1,3,Semi-Furnished,2,west,Budget,New Property,0,3.5
1605.0,Independent House,sector 15,0,2,"Jhajjar Road, Gurgaon",802.5,0,2,Unfurnished,0,not available,Budget,Old Property,0,0.9
3762.0,Independent Builder Floor,sector 57,1,4,"Sushant Lok 3 Extension, Gurgaon",940.5,1,4,Semi-Furnished,2,north,Semi-Luxury,New Property,1,4.35
1494.0,Flat,sector 89,1,3,smart world gems,498.0,0,3,Unfurnished,2,not available,Budget,New Property,0,1.75
3240.0,Independent House,sector 48,0,4,Vipul Tatvam Villa,810.0,1,4,Furnished,3+,not available,Semi-Luxury,Old Property,0,11.0
1620.0,Independent Builder Floor,sector 63,1,3,"Sector 63A, Gurgaon",540.0,1,3,Semi-Furnished,2,north-east,Budget,New Property,1,2.4
2430.0,Independent House,sector 108,0,4,Sobha City,607.5,0,4,Unfurnished,3+,north-east,Luxury,Relatively New,0,9.5
2864.0,Flat,sector 58,1,4,ireo the grand arch,716.0,1,4,Unfurnished,3+,north-east,Luxury,Moderately Old,0,7.8
630.0,Independent House,sector 92,0,3,"Garhi Harsaru, Gurgaon",210.0,0,3,Unfurnished,1,not available,Budget,Relatively New,0,0.48
2100.0,Flat,sector 56,1,3,intelligentsia apartment,700.0,0,3,Unfurnished,3,east,Budget,Old Property,0,2.4
2160.0,Independent House,sector 52,0,3,Ardee City,720.0,0,3,Unfurnished,3,west,Semi-Luxury,Moderately Old,0,2.3
4518.0,Independent House,sector 15,0,2,"Sector 15 Part 2, Gurgaon",2259.0,0,2,Unfurnished,0,not available,Budget,Old Property,0,18.99
2367.0,Independent Builder Floor,sector 23,1,3,"Sector 23, Gurgaon",789.0,0,3,Unfurnished,2,north-east,Budget,Relatively New,1,2.4
1360.0,Flat,sector 81,1,2,bestech park view ananda,680.0,0,2,Unfurnished,3,east,Budget,Moderately Old,0,1.52
2635.0,Flat,sector 67,1,5,bestech park view spa next,658.75,1,4,Semi-Furnished,3+,north,Luxury,Moderately Old,0,4.25
2625.0,Flat,sector 72,1,4,tata primanti,656.25,1,4,Semi-Furnished,3+,north-east,Luxury,New Property,0,4.75
2160.0,Independent House,sector 41,0,6,"South City 1, Gurgaon",360.0,1,6,Furnished,3+,east,Luxury,Relatively New,1,8.5
1743.0,Flat,sector 106,1,3,godrej meridien,581.0,0,3,Unfurnished,2,east,Budget,New Property,0,2.65
3240.0,Independent Builder Floor,sector 41,1,4,"South City 1, Gurgaon",810.0,1,4,Semi-Furnished,2,south-east,Budget,New Property,0,4.35
3240.0,Independent House,sector 48,0,4,Vipul Tatvam Villa,810.0,1,4,Unfurnished,2,north,Luxury,Old Property,0,11.0
1702.0,Flat,sector 90,1,3,dlf regal gardens,567.3333333333334,0,3,Unfurnished,3,south,Luxury,Relatively New,0,2.01
4725.0,Independent House,sector 49,0,7,Eros Rosewood City,945.0,1,5,Furnished,3+,north-east,Luxury,New Property,1,16.5
2000.0,Flat,sector 102,1,4,emaar imperial gardens,666.6666666666666,1,3,Unfurnished,2,south-east,Semi-Luxury,Relatively New,0,2.4
2103.0,Flat,sector 81,1,4,dlf the ultima,701.0,1,3,Semi-Furnished,3+,west,Luxury,Relatively New,0,3.51
2430.0,Independent Builder Floor,sector 57,1,4,Florence Residency,607.5,0,4,Semi-Furnished,2,north,Budget,New Property,0,2.98
1859.0,Flat,sector 49,1,4,bestech park view city 2,619.6666666666666,1,3,Unfurnished,3+,east,Budget,Old Property,0,3.2
